student_id,question_id,bundle_id,tags,elapsed_time,correct
1,5731,4263,75,62000,0.0
1,5741,4273,118,24000,1.0
1,5758,4290,117,25000,0.0
1,5763,4295,101,34000,0.0
1,5763,4295,101,40000,1.0
1,5773,4305,109,139000,1.0
1,5774,4306,109,88000,1.0
1,5775,4307,109,235000,1.0
1,5786,4318,89,64000,1.0
1,5838,4370,80,35000,0.0
1,5838,4370,80,22000,0.0
1,5899,4431,121,32000,1.0
1,5922,4454,80,158000,1.0
1,5957,4489,84,29000,1.0
1,5978,4510,80,19000,1.0
1,6047,4579,96,173000,1.0
1,6055,4587,121,55000,1.0
1,6059,4591,120,87000,0.0
1,6059,4591,120,42000,0.0
1,6069,4601,87,46000,1.0
1,6071,4603,126,81000,0.0
1,6075,4607,90,58000,1.0
1,6087,4619,87,41000,1.0
1,6113,4645,119,36000,1.0
1,6114,4646,87,140000,1.0
1,6127,4659,73,44000,0.0
1,6156,4688,91,38000,1.0
1,6179,4711,85,27000,1.0
1,6183,4715,140,17000,1.0
1,6186,4718,140,51000,1.0
1,6194,4726,123,52000,0.0
1,6194,4726,123,93000,1.0
1,6194,4726,123,16000,1.0
1,6225,4757,99,26000,1.0
1,6336,4868,117,68000,1.0
1,6336,4868,117,62000,0.0
1,6355,4887,130,21000,1.0
1,6378,4910,85,48000,1.0
1,6390,4922,111,99000,1.0
1,6401,4933,77,28000,1.0
1,6431,4963,88,45000,1.0
1,6454,4986,88,26000,1.0
1,6465,4997,129,36000,1.0
1,6486,5018,105,183000,1.0
1,6488,5020,77,35000,1.0
1,6497,5029,115,57000,1.0
1,6501,5033,113,13000,1.0
1,6501,5033,113,44000,0.0
1,6509,5041,116,58000,0.0
1,6522,5054,81,52000,1.0
1,6528,5060,90,77000,0.0
1,6528,5060,90,59000,0.0
1,6543,5075,90,48000,0.0
1,6543,5075,90,46000,1.0
1,6543,5075,90,56000,0.0
1,6547,5079,95,162000,1.0
1,6551,5083,119,43000,1.0
1,6565,5088,135,56500,1.0
1,6566,5088,85,56500,1.0
1,6567,5088,76,56500,1.0
1,6568,5088,143,56500,1.0
1,6569,5089,87,142750,1.0
1,6570,5089,143,142750,1.0
1,6571,5089,83,142750,1.0
1,6572,5089,77,142750,0.0
1,6641,5107,74,36750,1.0
1,6642,5107,71,36750,1.0
1,6643,5107,85,36750,0.0
1,6644,5107,143,36750,0.0
1,6649,5109,83,85250,1.0
1,6650,5109,76,85250,1.0
1,6651,5109,107,85250,0.0
1,6652,5109,143,85250,1.0
1,6665,5113,129,55250,1.0
1,6666,5113,77,55250,1.0
1,6667,5113,143,55250,1.0
1,6668,5113,73,55250,1.0
1,6733,5139,137,33000,1.0
1,6737,5143,80,26000,1.0
1,6740,5146,102,37000,1.0
1,6765,5168,179;120,19000,1.0
1,6765,5168,179;120,60000,1.0
1,6766,5168,179;143,19000,1.0
1,6766,5168,179;143,60000,0.0
1,6767,5168,179;134,19000,1.0
1,6767,5168,179;134,60000,0.0
1,6768,5168,179;77,60000,0.0
1,6768,5168,179;77,19000,1.0
1,6805,5178,119,113750,1.0
1,6806,5178,143,113750,1.0
1,6807,5178,77,113750,1.0
1,6808,5178,85,113750,1.0
1,6809,5179,74,348500,1.0
1,6810,5179,76,348500,0.0
1,6811,5179,143,348500,0.0
1,6812,5179,130,348500,0.0
1,6813,5180,179;85,38750,1.0
1,6814,5180,179;143,38750,1.0
1,6815,5180,179;120,38750,1.0
1,6816,5180,179;74,38750,1.0
1,6837,5186,116,53500,1.0
1,6838,5186,86,53500,1.0
1,6839,5186,143,53500,1.0
1,6840,5186,75,53500,1.0
1,6841,5187,119,53000,0.0
1,6842,5187,87,53000,1.0
1,6843,5187,143,53000,1.0
1,6844,5187,71,53000,1.0
1,6853,5190,121,33000,1.0
1,6854,5190,76,33000,1.0
1,6855,5190,143,33000,1.0
1,6856,5190,134,33000,1.0
1,6857,5191,179;77,27500,1.0
1,6857,5191,179;77,76250,0.0
1,6858,5191,179;76,76250,0.0
1,6858,5191,179;76,27500,1.0
1,6859,5191,179;122,76250,1.0
1,6859,5191,179;122,27500,1.0
1,6860,5191,179;143,76250,1.0
1,6860,5191,179;143,27500,1.0
1,6869,5194,122,40250,1.0
1,6869,5194,122,74500,1.0
1,6870,5194,76,40250,1.0
1,6870,5194,76,74500,1.0
1,6871,5194,88,40250,1.0
1,6871,5194,88,74500,1.0
1,6872,5194,143,40250,1.0
1,6872,5194,143,74500,0.0
1,6877,5196,119,79500,1.0
1,6878,5196,77,79500,0.0
1,6879,5196,83,79500,1.0
1,6880,5196,143,79500,0.0
1,6885,5198,144,43500,1.0
1,6886,5198,85,43500,1.0
1,6887,5198,72,43500,1.0
1,6888,5198,143,43500,1.0
1,6905,5203,179;120,97250,1.0
1,6906,5203,179;134,97250,1.0
1,6907,5203,179;119,97250,1.0
1,6908,5203,179;143,97250,1.0
1,6921,5207,76,49750,0.0
1,6921,5207,76,65000,1.0
1,6922,5207,73,49750,1.0
1,6922,5207,73,65000,1.0
1,6923,5207,71,65000,1.0
1,6923,5207,71,49750,0.0
1,6924,5207,143,49750,1.0
1,6924,5207,143,65000,1.0
1,6929,5209,179;83,62750,1.0
1,6930,5209,179;95,62750,1.0
1,6931,5209,179;143,62750,1.0
1,6932,5209,179;115,62750,1.0
1,6965,5218,179;71,48000,1.0
1,6965,5218,179;71,65500,1.0
1,6966,5218,179;81,48000,1.0
1,6966,5218,179;81,65500,1.0
1,6967,5218,179;74,48000,0.0
1,6967,5218,179;74,65500,0.0
1,6968,5218,179;143,65500,0.0
1,6968,5218,179;143,48000,1.0
1,6985,5223,119,37250,1.0
1,6986,5223,83,37250,1.0
1,6987,5223,129,37250,1.0
1,6988,5223,143,37250,1.0
1,6989,5224,179;76,53250,0.0
1,6990,5224,179;78,53250,1.0
1,6991,5224,179;143,53250,1.0
1,6992,5224,179;130,53250,1.0
1,6993,5225,179;71,111750,1.0
1,6994,5225,179;143,111750,1.0
1,6995,5225,179;74,111750,1.0
1,6996,5225,179;90,111750,1.0
1,7013,5231,152;147;163;179;178;149;178,118400,0.0
1,7014,5231,152;147;163;179;178;149;178,118400,1.0
1,7015,5231,152;147;163;179;178;151;178,118400,1.0
1,7016,5231,152;147;163;179;178;149;178,118400,1.0
1,7017,5231,152;147;163;179;178;149;178,118400,1.0
1,7049,5239,146;158;162;151;178,82400,0.0
1,7050,5239,146;158;162;153;178,82400,1.0
1,7051,5239,146;158;162;149;178,82400,0.0
1,7052,5239,146;158;162;149;178,82400,1.0
1,7053,5239,146;158;162;153;178,82400,1.0
1,7247,5299,146;158;163;179;178;150;178,108800,1.0
1,7248,5299,146;158;163;179;178;149;178,108800,1.0
1,7249,5299,146;158;163;179;178;149;178,108800,1.0
1,7250,5299,146;158;163;179;178;149;178,108800,1.0
1,7251,5299,146;158;163;179;178;153;178,108800,1.0
1,7257,5301,157;158;162;149;178,129400,0.0
1,7258,5301,157;158;162;151;178,129400,1.0
1,7259,5301,157;158;162;149;178,129400,1.0
1,7260,5301,157;158;162;148;178,129400,1.0
1,7261,5301,157;158;162;149;178,129400,1.0
1,7398,5337,167;148;177,150750,1.0
1,7399,5337,167;153;177,150750,1.0
1,7400,5337,167;168;177,150750,1.0
1,7401,5337,167;150;177,150750,1.0
1,7460,5354,146;161;162;179;178;148;178,71800,1.0
1,7461,5354,146;161;162;179;178;151;178,71800,1.0
1,7462,5354,146;161;162;179;178;149;178,71800,1.0
1,7463,5354,146;161;162;179;178;153;178,71800,1.0
1,7464,5354,146;161;162;179;178;149;178,71800,1.0
1,7510,5367,146;147;162;151;178,299600,1.0
1,7511,5367,146;147;162;150;178,299600,1.0
1,7512,5367,146;147;162;149;178,299600,1.0
1,7513,5367,146;147;162;149;178,299600,0.0
1,7514,5367,146;147;162;156;178,299600,1.0
1,7520,5369,170;172;175;151;178,127200,1.0
1,7521,5369,170;172;175;149;178,127200,1.0
1,7522,5369,170;172;175;150;178,127200,1.0
1,7523,5369,170;172;175;156;178,127200,1.0
1,7524,5369,170;172;175;149;178,127200,0.0
1,7608,5391,159;172;174;148;178,107600,1.0
1,7609,5391,159;172;174;150;178,107600,1.0
1,7610,5391,159;172;174;149;178,107600,1.0
1,7611,5391,159;172;174;149;178,107600,0.0
1,7612,5391,159;172;174;153;178,107600,0.0
1,7770,5444,155;179;177;148;177,238000,1.0
1,7771,5444,155;179;177;153;177,238000,0.0
1,7772,5444,155;179;177;149;177,238000,0.0
1,7871,5471,159;172;162;153;178,86600,1.0
1,7872,5471,159;172;162;153;178,86600,0.0
1,7873,5471,159;172;162;149;178,86600,1.0
1,7874,5471,159;172;162;149;178,86600,1.0
1,7875,5471,159;172;162;151;178,86600,0.0
1,7886,5474,170;172;173;149;178,106600,1.0
1,7887,5474,170;172;173;153;178,106600,1.0
1,7888,5474,170;172;173;149;178,106600,1.0
1,7889,5474,170;172;173;149;178,106600,1.0
1,7890,5474,170;172;173;149;178,106600,1.0
1,8022,5512,167;149;177,129500,1.0
1,8023,5512,167;153;177,129500,1.0
1,8024,5512,167;153;177,129500,1.0
1,8025,5512,167;168;177,129500,1.0
1,8057,5528,8;2;183,26000,0.0
1,8061,5532,180;2;183,23000,1.0
1,8065,5536,22;2;183,29000,1.0
1,8069,5540,8;2;181,23000,1.0
1,8071,5542,4;2;183,23000,1.0
1,8074,5545,11;7;183,29000,1.0
1,8090,5561,1;2;185,24000,1.0
1,8093,5564,13;2;179;181,24000,1.0
1,8096,5567,19;2;184,32000,0.0
1,8101,5572,11;7;183,24000,1.0
1,8101,5572,11;7;183,30000,0.0
1,8103,5574,16;2;181,324000,1.0
1,8108,5579,18;7;183,24000,1.0
1,8131,5602,18;7;181,28000,1.0
1,8140,5611,3;2;181,25000,0.0
1,8142,5613,4;2;183,26000,0.0
1,8142,5613,4;2;183,24000,1.0
1,8143,5614,3;2;179;181,29000,0.0
1,8149,5620,17;7;183,35000,1.0
1,8161,5632,5;2;181,27000,1.0
1,8168,5639,6;7;179;182,28000,0.0
1,8170,5641,10;7;184,26000,1.0
1,8170,5641,10;7;184,32000,0.0
1,8179,5650,18;7;179;183,28000,0.0
1,8373,5724,93,162000,0.0
1,8373,5724,93,95000,1.0
1,8407,5758,74,47000,1.0
1,8455,5806,105,32000,1.0
1,8460,5811,105,67000,1.0
1,8482,5833,108,33000,1.0
1,8557,5908,85,58000,1.0
1,8573,5924,77,71000,0.0
1,8578,5929,77,28000,1.0
1,8580,5931,77,35000,1.0
1,8633,5984,76,26000,1.0
1,8641,5992,85,24000,1.0
1,8657,6008,120,26000,1.0
1,8666,6017,73,70000,1.0
1,8687,6038,122,38000,1.0
1,8692,6043,123,57000,1.0
1,8758,6109,85,59000,1.0
1,8796,6147,85,22000,1.0
1,8818,6169,108,39000,1.0
1,8874,6225,77,24000,1.0
1,8940,6291,92,22000,1.0
1,8955,6306,81,34000,1.0
1,8967,6318,116,35000,1.0
1,9004,6355,78,44000,1.0
1,9010,6361,133,87000,1.0
1,9034,6385,77,14000,1.0
1,9039,6390,85,23000,0.0
1,9077,6428,71,313000,1.0
1,9094,6445,138,27000,1.0
1,9124,6475,76,26000,1.0
1,9148,6499,85,30000,1.0
1,9148,6499,85,81000,0.0
1,9352,6703,123,75000,1.0
1,9455,6806,77,24000,1.0
1,9463,6814,77,26000,1.0
1,9477,6828,76,56000,1.0
1,9481,6832,76,33000,1.0
1,9555,6906,81,79000,0.0
1,9558,6909,118,98000,1.0
1,9578,6929,125,76000,0.0
1,9672,7023,83,48000,0.0
1,9724,7075,85,26000,1.0
1,9724,7075,85,49000,0.0
1,9777,7128,86,16000,1.0
1,9786,7137,71,22000,1.0
1,9820,7171,136,40000,1.0
1,9825,7176,141,31000,1.0
1,9965,7316,76,318000,1.0
1,9968,7319,76,55000,0.0
1,10005,7356,83,82000,1.0
1,10020,7371,78,30000,0.0
1,10026,7377,78,32000,1.0
1,10029,7380,78,19000,1.0
1,10032,7383,78,51000,0.0
1,10033,7384,78,32000,0.0
1,10045,7396,78,300000,1.0
1,10067,7418,76,29000,1.0
1,10101,7452,83,23000,1.0
1,10119,7470,77,40000,0.0
1,10128,7479,83,44000,1.0
1,10149,7500,85,106000,0.0
1,10149,7500,85,52000,0.0
1,10158,7509,85,47000,0.0
1,10634,7920,76,42750,1.0
1,10634,7920,76,59500,1.0
1,10635,7920,77,42750,1.0
1,10635,7920,77,59500,1.0
1,10636,7920,116,42750,0.0
1,10636,7920,116,59500,0.0
1,10637,7920,143,42750,1.0
1,10637,7920,143,59500,0.0
1,10638,7921,99,51750,0.0
1,10639,7921,99,51750,0.0
1,10640,7921,77,51750,1.0
1,10641,7921,143,51750,1.0
1,10642,7922,98,42250,1.0
1,10643,7922,72,42250,0.0
1,10644,7922,85,42250,1.0
1,10645,7922,143,42250,1.0
1,10646,7923,85,57500,1.0
1,10646,7923,85,4750,1.0
1,10647,7923,143,4750,0.0
1,10647,7923,143,57500,0.0
1,10648,7923,83,4750,1.0
1,10648,7923,83,57500,1.0
1,10649,7923,120,4750,1.0
1,10649,7923,120,57500,1.0
1,10708,7941,83,44000,1.0
1,10709,7941,143,44000,1.0
1,10710,7941,74,44000,1.0
1,10711,7941,96,44000,0.0
1,10848,7976,85,61250,0.0
1,10849,7976,87,61250,0.0
1,10850,7976,143,61250,0.0
1,10851,7976,76,61250,1.0
1,10961,8014,17;7;183,29000,1.0
1,11003,8056,14;2;181,22000,1.0
1,11016,8069,12;2;181,24000,1.0
1,11033,8086,16;2;183,23000,1.0
1,11040,8093,8;2;182,31000,0.0
1,11049,8102,17;7;181,24000,1.0
1,11176,8229,14;2;181,25000,1.0
1,11182,8235,10;7;183,54000,1.0
1,11194,8247,22;2;183,24000,0.0
1,11198,8251,16;2;183,25000,1.0
1,11220,8273,4;2;184,319000,1.0
1,11243,8296,22;2;185,26000,1.0
1,11249,8302,30;44;49;183;184,23000,1.0
1,11259,8312,27;44;49;181;184,23000,1.0
1,11261,8314,30;44;49;184;181,23000,1.0
1,11262,8315,30;44;49;183;182,18000,1.0
1,11263,8316,30;44;49;182;183,20000,1.0
1,11302,8332,194;52;181,9333,0.0
1,11303,8332,194;54;181,9333,0.0
1,11304,8332,194;52;181,9333,1.0
1,11543,8469,108,35750,1.0
1,11544,8469,129,35750,1.0
1,11545,8469,143,35750,1.0
1,11546,8469,77,35750,1.0
1,11547,8470,86,63000,0.0
1,11548,8470,134,63000,0.0
1,11549,8470,143,63000,1.0
1,11550,8470,76,63000,1.0
1,11655,8497,87,42000,1.0
1,11656,8497,77,42000,1.0
1,11657,8497,143,42000,1.0
1,11658,8497,76,42000,0.0
1,11831,8541,85,35250,1.0
1,11832,8541,98,35250,1.0
1,11833,8541,77,35250,1.0
1,11834,8541,143,35250,1.0
1,11835,8542,83,42250,1.0
1,11836,8542,85,42250,1.0
1,11837,8542,143,42250,0.0
1,11838,8542,86,42250,1.0
1,17060,11297,98,28000,1.0
1,17074,11311,77,31000,1.0
1,17122,11359,83,38000,0.0
1,17122,11359,83,60000,0.0
1,17151,11388,77,90000,0.0
1,17151,11388,77,72000,0.0
1,17158,11395,133,61000,1.0
1,17211,11448,78,35000,0.0
1,17211,11448,78,74000,0.0
1,17213,11450,71,84000,0.0
1,17249,11486,74,19000,1.0
1,17262,11499,71,64000,1.0
1,17284,11521,71,28000,1.0
1,17291,11528,119,37000,1.0
2,130,130,6;7;182,6000,0.0
2,156,156,4;2;183,23000,1.0
2,162,162,3;2;183,7000,1.0
2,176,176,6;7;183,23000,0.0
2,557,557,38;39;181;183,25000,1.0
2,825,825,46;47;182;183,20000,1.0
2,854,854,23;24;25;181;185,19000,1.0
2,1033,1033,34;35;183;181,14000,0.0
2,1058,1058,30;34;42;181;185,6000,1.0
2,1152,1152,24;33;184;181,4000,1.0
2,1177,1177,179;24;33;183;181,2000,1.0
2,1184,1184,179;31;32;184;182,4000,1.0
2,1220,1220,34;42;185;183,4000,1.0
2,1234,1234,24;48;184;183,18000,1.0
2,1246,1246,36;37;183;181,14000,1.0
2,1258,1258,28;42;185;183,19000,1.0
2,1279,1279,24;26;182;184,17000,1.0
2,1319,1319,24;26;185;183,8000,1.0
2,1328,1328,31;32;181;183,3000,1.0
2,1374,1374,24;50;182;183,19000,0.0
2,1509,1437,53;181;182;183,11333,1.0
2,1510,1437,52;181;182;183,11333,1.0
2,1511,1437,52;181;182;183,11333,1.0
2,1539,1447,56;184;183,34666,1.0
2,1540,1447,179;53;184;183,34666,1.0
2,1541,1447,55;184;183,34666,1.0
2,1809,1537,53;184;183,10333,1.0
2,1810,1537,52;184;183,10333,1.0
2,1811,1537,54;179;184;183,10333,1.0
2,2067,1623,52;183;184,24333,0.0
2,2068,1623,55;183;184,24333,1.0
2,2069,1623,179;52;183;184,24333,1.0
2,2628,1810,64;52;185,19666,1.0
2,2629,1810,64;57;185,19666,1.0
2,2630,1810,64;54;185,19666,0.0
2,2991,1931,59;52;183,18666,1.0
2,2992,1931,59;53;183,18666,1.0
2,2993,1931,59;52;183,18666,0.0
2,3411,2071,64;53;184,19000,0.0
2,3412,2071,64;52;184,19000,0.0
2,3413,2071,64;52;184,19000,1.0
2,3615,2147,74,22000,0.0
2,3636,2168,74,36000,1.0
2,3645,2177,74,21000,1.0
2,3655,2187,105,25000,0.0
2,3665,2197,144,14000,1.0
2,3666,2198,93,11000,0.0
2,3672,2204,77,41000,0.0
2,3674,2206,77,39000,0.0
2,3674,2206,77,28000,1.0
2,3677,2209,85,26000,0.0
2,3682,2214,104,33000,1.0
2,3683,2215,85,20000,1.0
2,3688,2220,89,22000,1.0
2,3691,2223,137,37000,1.0
2,3692,2224,126,57000,0.0
2,3695,2227,132,10000,1.0
2,3697,2229,122,12000,1.0
2,3698,2230,124,38000,1.0
2,3699,2231,123,36000,0.0
2,3700,2232,126,13000,1.0
2,3704,2236,78,20000,1.0
2,3708,2240,78,29000,1.0
2,3730,2262,78,42000,1.0
2,3735,2267,78,28000,1.0
2,3745,2277,78,10000,1.0
2,3746,2278,78,38000,0.0
2,3760,2292,86,8000,1.0
2,3767,2299,86,15000,1.0
2,3769,2301,86,16000,1.0
2,3770,2302,72,31000,0.0
2,3774,2306,136,21000,1.0
2,3778,2310,86,21000,0.0
2,3782,2314,103,30000,1.0
2,3783,2315,106,27000,1.0
2,3787,2319,106,20000,1.0
2,3788,2320,136,36000,1.0
2,3790,2322,86,21000,1.0
2,3791,2323,82,24000,0.0
2,3793,2325,82,14000,0.0
2,3796,2328,86,25000,1.0
2,3802,2334,86,17000,1.0
2,3803,2335,96,14000,1.0
2,3804,2336,86,60000,0.0
2,3805,2337,103,29000,1.0
2,3806,2338,86,17000,1.0
2,3807,2339,86,24000,1.0
2,3814,2346,86,48000,1.0
2,3817,2349,106,17000,1.0
2,3819,2351,103,12000,1.0
2,3819,2351,103,11000,1.0
2,3822,2354,86,35000,0.0
2,3824,2356,86,60000,1.0
2,3825,2357,86,26000,1.0
2,3826,2358,96,35000,1.0
2,3830,2362,106,37000,1.0
2,3831,2363,96,5000,1.0
2,3838,2370,103,9000,0.0
2,3839,2371,82,46000,1.0
2,3841,2373,106,23000,0.0
2,3844,2376,106,26000,1.0
2,3845,2377,106,29000,1.0
2,3846,2378,86,21000,0.0
2,3879,2411,74,11000,1.0
2,3898,2430,123,31000,0.0
2,3899,2431,80,33000,1.0
2,3908,2440,103,19000,1.0
2,3909,2441,124,26000,1.0
2,3910,2442,118,38000,0.0
2,3911,2443,115,52000,1.0
2,3912,2444,118,16000,0.0
2,3914,2446,126,15000,1.0
2,3919,2451,114,14000,0.0
2,3921,2453,132,8000,1.0
2,3925,2457,93,33000,1.0
2,3929,2461,94,31000,1.0
2,3931,2463,107,4000,1.0
2,3935,2467,142,34000,0.0
2,3937,2469,103,62000,0.0
2,3941,2473,76,19000,1.0
2,3946,2478,76,25000,0.0
2,3949,2481,76,19000,1.0
2,3964,2496,83,15000,1.0
2,3967,2499,83,36000,1.0
2,3968,2500,83,60000,1.0
2,3969,2501,83,16000,1.0
2,3970,2502,83,20000,1.0
2,3977,2509,83,42000,0.0
2,3978,2510,83,62000,1.0
2,3980,2512,83,18000,1.0
2,3981,2513,83,12000,1.0
2,3983,2515,132,23000,1.0
2,3985,2517,132,18000,0.0
2,3989,2521,77,15000,1.0
2,3995,2527,80,49000,0.0
2,4001,2533,118,19000,1.0
2,4007,2539,121,18000,0.0
2,4008,2540,77,74000,0.0
2,4026,2558,105,33000,0.0
2,4027,2559,105,45000,1.0
2,4030,2562,72,17000,1.0
2,4031,2563,135,14000,1.0
2,4033,2565,135,21000,1.0
2,4035,2567,81,9000,1.0
2,4038,2570,81,27000,1.0
2,4040,2572,81,29000,1.0
2,4041,2573,81,18000,1.0
2,4042,2574,116,17000,1.0
2,4043,2575,81,17000,0.0
2,4045,2577,133,14000,0.0
2,4047,2579,133,51000,0.0
2,4055,2587,133,59000,0.0
2,4056,2588,81,33000,1.0
2,4057,2589,121,37000,1.0
2,4058,2590,87,26000,1.0
2,4059,2591,95,26000,0.0
2,4062,2594,73,24000,1.0
2,4065,2597,95,31000,0.0
2,4066,2598,87,29000,1.0
2,4068,2600,95,42000,1.0
2,4069,2601,121,37000,0.0
2,4070,2602,121,15000,1.0
2,4072,2604,119,41000,1.0
2,4074,2606,87,33000,1.0
2,4077,2609,120,22000,0.0
2,4078,2610,120,23000,0.0
2,4080,2612,119,52000,1.0
2,4082,2614,73,48000,1.0
2,4085,2617,119,13000,1.0
2,4087,2619,121,33000,0.0
2,4091,2623,90,21000,0.0
2,4096,2628,99,23000,1.0
2,4097,2629,88,22000,1.0
2,4101,2633,121,16000,1.0
2,4102,2634,93,18000,1.0
2,4103,2635,77,24000,1.0
2,4116,2648,83,15000,1.0
2,4120,2652,77,32000,0.0
2,4122,2654,113,29000,1.0
2,4128,2660,76,19000,1.0
2,4129,2661,77,55000,0.0
2,4131,2663,134,28000,1.0
2,4137,2669,88,26000,1.0
2,4146,2678,79,28000,1.0
2,4147,2679,98,11000,1.0
2,4154,2686,84,32000,1.0
2,4160,2692,94,19000,0.0
2,4162,2694,84,17000,1.0
2,4166,2698,145,34000,0.0
2,4168,2700,76,16000,1.0
2,4172,2704,144,19000,1.0
2,4175,2707,72,60000,0.0
2,4178,2710,75,13000,0.0
2,4178,2710,75,17000,0.0
2,4179,2711,84,41000,1.0
2,4186,2718,71,45000,1.0
2,4187,2719,72,29000,1.0
2,4188,2720,118,40000,0.0
2,4189,2721,81,14000,1.0
2,4190,2722,76,15000,1.0
2,4194,2726,85,23000,1.0
2,4199,2731,124,26000,1.0
2,4201,2733,74,21000,1.0
2,4210,2742,107,30000,1.0
2,4213,2745,119,17000,1.0
2,4214,2746,76,19000,0.0
2,4222,2754,71,44000,1.0
2,4232,2764,71,17000,1.0
2,4238,2770,103,42000,1.0
2,4247,2779,106,16000,1.0
2,4248,2780,82,25000,0.0
2,4250,2782,96,41000,0.0
2,4252,2784,86,20000,1.0
2,4256,2788,86,77000,0.0
2,4259,2791,86,29000,1.0
2,4260,2792,86,11000,1.0
2,4264,2796,86,29000,1.0
2,4265,2797,98,25000,1.0
2,4268,2800,98,34000,1.0
2,4272,2804,89,28000,1.0
2,4275,2807,103,11000,1.0
2,4283,2815,83,17000,1.0
2,4288,2820,94,17000,1.0
2,4293,2825,85,19000,1.0
2,4299,2831,82,17000,1.0
2,4300,2832,138,26000,1.0
2,4304,2836,113,17000,1.0
2,4308,2840,114,26000,0.0
2,4309,2841,98,35000,0.0
2,4310,2842,86,33000,0.0
2,4317,2849,100,53000,0.0
2,4317,2849,100,39000,0.0
2,4318,2850,91,25000,1.0
2,4319,2851,101,29000,1.0
2,4323,2855,76,79000,1.0
2,4326,2858,76,58000,1.0
2,4331,2863,83,54000,0.0
2,4334,2866,83,23000,1.0
2,4343,2875,83,37000,0.0
2,4344,2876,103,23000,1.0
2,4352,2884,106,14000,0.0
2,4364,2896,98,34000,1.0
2,4365,2897,71,26000,1.0
2,4369,2901,98,41000,0.0
2,4370,2902,84,44000,1.0
2,4375,2907,98,24000,1.0
2,4378,2910,84,20000,0.0
2,4380,2912,98,51000,0.0
2,4402,2934,137,16000,1.0
2,4403,2935,137,20000,1.0
2,4406,2938,98,36000,0.0
2,4408,2940,84,23000,1.0
2,4409,2941,98,21000,1.0
2,4412,2944,98,20000,1.0
2,4413,2945,84,19000,1.0
2,4414,2946,98,45000,1.0
2,4415,2947,98,45000,1.0
2,4424,2956,84,32000,1.0
2,4431,2963,84,10000,1.0
2,4431,2963,84,39000,1.0
2,4432,2964,104,33000,0.0
2,4438,2970,104,15000,1.0
2,4439,2971,84,50000,1.0
2,4444,2976,98,57000,0.0
2,4449,2981,84,27000,0.0
2,4450,2982,72,17000,1.0
2,4462,2994,98,27000,0.0
2,4464,2996,104,46000,0.0
2,4468,3000,108,36000,0.0
2,4472,3004,107,15000,1.0
2,4475,3007,107,32000,1.0
2,4476,3008,111,12000,1.0
2,4478,3010,112,10000,1.0
2,4479,3011,99,21000,1.0
2,4480,3012,99,25000,0.0
2,4481,3013,99,21000,0.0
2,4482,3014,92,9000,1.0
2,4483,3015,113,65000,1.0
2,4484,3016,81,40000,1.0
2,4485,3017,81,31000,1.0
2,4490,3022,115,9000,1.0
2,4492,3024,116,22000,1.0
2,4493,3025,116,16000,0.0
2,4494,3026,114,59000,1.0
2,4495,3027,114,36000,0.0
2,4497,3029,117,40000,0.0
2,4500,3032,117,57000,0.0
2,4507,3039,88,11000,1.0
2,4510,3042,118,27000,1.0
2,4514,3046,79,17000,1.0
2,4517,3049,79,22000,1.0
2,4518,3050,79,25000,1.0
2,4518,3050,79,7000,0.0
2,4519,3051,117,11000,0.0
2,4520,3052,117,11000,0.0
2,4523,3055,119,34000,0.0
2,4525,3057,121,25000,1.0
2,4526,3058,95,17000,1.0
2,4527,3059,122,52000,0.0
2,4528,3060,123,37000,0.0
2,4529,3061,123,35000,0.0
2,4530,3062,124,68000,1.0
2,4533,3065,125,37000,1.0
2,4534,3066,85,39000,0.0
2,4535,3067,126,38000,1.0
2,4537,3069,72,55000,1.0
2,4539,3071,145,19000,0.0
2,4542,3074,129,13000,1.0
2,4543,3075,129,10000,0.0
2,4545,3077,129,22000,1.0
2,4548,3080,80,20000,1.0
2,4550,3082,119,131000,0.0
2,4552,3084,130,39000,1.0
2,4554,3086,130,32000,0.0
2,4555,3087,130,28000,1.0
2,4555,3087,130,38000,0.0
2,4557,3089,100,20000,1.0
2,4559,3091,102,8000,1.0
2,4563,3095,129,15000,1.0
2,4570,3102,77,17000,1.0
2,4577,3109,76,16000,1.0
2,4578,3110,76,27000,1.0
2,4581,3113,84,28000,1.0
2,4582,3114,132,88000,1.0
2,4592,3124,133,35000,1.0
2,4593,3125,133,27000,1.0
2,4596,3128,134,37000,1.0
2,4598,3130,83,18000,1.0
2,4602,3134,72,22000,1.0
2,4603,3135,72,22000,1.0
2,4631,3163,132,33000,0.0
2,4632,3164,132,59000,0.0
2,4639,3171,71,113000,1.0
2,4679,3211,71,48000,1.0
2,4683,3215,71,23000,0.0
2,4706,3238,71,20000,1.0
2,4707,3239,71,56000,0.0
2,4710,3242,71,33000,1.0
2,4726,3258,71,16000,1.0
2,4738,3270,71,60000,1.0
2,4743,3275,72,36000,1.0
2,4743,3275,72,18000,1.0
2,4749,3281,78,18000,1.0
2,4754,3286,88,11000,1.0
2,4756,3288,104,21000,0.0
2,4757,3289,105,18000,1.0
2,4758,3290,103,17000,1.0
2,4759,3291,98,29000,1.0
2,4761,3293,96,13000,0.0
2,4761,3293,96,44000,0.0
2,4766,3298,82,20000,0.0
2,4768,3300,83,28000,1.0
2,4772,3304,78,24000,1.0
2,4774,3306,88,19000,0.0
2,4787,3319,80,14000,1.0
2,4788,3320,96,38000,0.0
